customer_id,first_name,last_name,username,email,gender,birthdate,first_join_date
72203,Nalar,Kuswoyo,286f6be7-6d84-4d11-ac50-50df7722df96,286f6be7_6d84_4d11_ac50_50df7722df96@zakyfoundation.org,M,1982-04-30,2017-09-02
74362,Nova,Rahimah,d60409c5-059c-43a8-9995-db0bbd0b817d,d60409c5_059c_43a8_9995_db0bbd0b817d@startupcampus.id,F,1996-03-30,2022-06-18
9152,Olivia,Hariyah,9f6bf5e5-c8dc-4684-a258-4ebf4416c519,9f6bf5e5_c8dc_4684_a258_4ebf4416c519@startupcampus.id,F,1995-12-10,2019-11-21
22199,Ridwan,Nugroho,269834ea-f06d-4b0b-aaac-65521a58efc8,269834ea_f06d_4b0b_aaac_65521a58efc8@startupcampus.id,M,1986-07-02,2019-11-24
94370,Septi,Winarsih,964732f6-88fb-48cc-aeec-a788f3dcc276,964732f6_88fb_48cc_aeec_a788f3dcc276@zakyfoundation.org,F,1998-06-28,2018-02-24
73093,Elisa,Novitasari,5d54a0ed-214b-40fd-b600-3cab749c2329,5d54a0ed_214b_40fd_b600_3cab749c2329@startupcampus.id,F,1992-01-06,2021-07-24
72106,Zulfa,Laksita,70ad4099-759e-47f4-936b-a73fd9ce6bf1,70ad4099_759e_47f4_936b_a73fd9ce6bf1@zakyfoundation.org,F,2001-02-23,2021-05-01
97883,Septi,Nasyidah,45fd1317-3b65-4cc5-a21e-98650bdbaa4b,45fd1317_3b65_4cc5_a21e_98650bdbaa4b@startupcampus.id,F,1999-08-24,2017-07-30
3434,Umay,Damanik,11f16a84-7630-4efc-a010-3ae93a5b3b43,11f16a84_7630_4efc_a010_3ae93a5b3b43@startupcampus.id,M,1998-01-18,2017-06-04
31163,Keisha,Winarsih,f5f4a919-0ff5-40bc-9282-d25662d95944,f5f4a919_0ff5_40bc_9282_d25662d95944@startupcampus.id,F,2003-04-11,2020-03-08
68127,Raditya,Utama,84898c42-9282-42b0-9a47-2fec5c1a05ab,84898c42_9282_42b0_9a47_2fec5c1a05ab@zakyfoundation.org,M,2004-01-18,2019-01-30
65652,Elon,Mandala,2cf9c538-fb71-4f65-8717-d32c5bc5ee7b,2cf9c538_fb71_4f65_8717_d32c5bc5ee7b@startupcampus.id,M,1995-11-20,2022-04-09
43890,Safina,Aryani,6cea0534-39e7-468a-9921-6f55623860c3,6cea0534_39e7_468a_9921_6f55623860c3@startupcampus.id,F,1997-04-04,2021-06-05
3460,Yuliana,Kusmawati,b0bf484b-52f9-45e5-912b-215c3551fcb7,b0bf484b_52f9_45e5_912b_215c3551fcb7@zakyfoundation.org,F,2005-01-26,2017-12-03
6487,Karimah,Zulaika,f3411b4b-6f27-42fd-9576-f60af9554a92,f3411b4b_6f27_42fd_9576_f60af9554a92@startupcampus.id,F,2000-08-22,2021-02-14
9753,Yessi,Usamah,05a539d1-df92-4f61-9385-15559a0d26f1,05a539d1_df92_4f61_9385_15559a0d26f1@startupcampus.id,F,1999-07-31,2020-11-28
28855,Puput,Hassanah,a0342886-1bd4-48e3-9328-8944797c4feb,a0342886_1bd4_48e3_9328_8944797c4feb@zakyfoundation.org,F,1992-07-29,2017-03-19
11747,Maida,Oktaviani,10b4a4c3-0bb8-4b44-94df-02873b6fca23,10b4a4c3_0bb8_4b44_94df_02873b6fca23@startupcampus.id,F,1995-12-20,2021-02-07
45384,Sarah,Laksmiwati,91985d8f-e8e0-416f-b720-f0f99b4fdee5,91985d8f_e8e0_416f_b720_f0f99b4fdee5@startupcampus.id,F,1996-07-25,2020-08-13
23711,Salimah,Nasyiah,14956119-50bd-4a78-8411-7f4b1f1b2e5b,14956119_50bd_4a78_8411_7f4b1f1b2e5b@startupcampus.id,F,2006-12-23,2022-01-30
51704,Taswir,Wibisono,7c38ef1d-c633-4f42-8877-5bed60ed9e73,7c38ef1d_c633_4f42_8877_5bed60ed9e73@startupcampus.id,M,1982-10-16,2021-11-14
87704,Lidya,Handayani,a6f1069e-edb1-4a73-8081-679e1fe78668,a6f1069e_edb1_4a73_8081_679e1fe78668@startupcampus.id,F,2009-07-17,2021-11-07
43159,Suci,Nuraini,e309cb0a-b469-4a59-8768-47f8d9d53803,e309cb0a_b469_4a59_8768_47f8d9d53803@startupcampus.id,F,2000-11-01,2016-08-27
80233,Vera,Hastuti,0687967e-5df4-4dce-b549-13369a616087,0687967e_5df4_4dce_b549_13369a616087@zakyfoundation.org,F,1988-12-03,2020-02-14
22723,Olivia,Usamah,b44edca4-67fc-47ff-a09f-86278805401a,b44edca4_67fc_47ff_a09f_86278805401a@startupcampus.id,F,2004-11-12,2021-07-17
82608,Lasmono,Ardianto,83d53880-288b-47eb-8ebd-38b860c7ff58,83d53880_288b_47eb_8ebd_38b860c7ff58@startupcampus.id,M,1988-07-05,2022-03-16
83281,Ghaliyati,Pudjiastuti,fea33452-ba6c-4029-8ac9-3fa788f98a6e,fea33452_ba6c_4029_8ac9_3fa788f98a6e@startupcampus.id,F,1996-09-23,2022-05-15
57700,Amalia,Astuti,68684be7-790e-4d21-93ce-9f7af85807a5,68684be7_790e_4d21_93ce_9f7af85807a5@startupcampus.id,F,1998-02-19,2018-05-19
74709,Rafi,Pangestu,6f0ee204-e109-4a74-a941-66e8d037d406,6f0ee204_e109_4a74_a941_66e8d037d406@startupcampus.id,M,1993-07-30,2018-11-17
52684,Samiah,Puspasari,3eb93e82-bd80-4137-9060-b26e34a4f920,3eb93e82_bd80_4137_9060_b26e34a4f920@startupcampus.id,F,1997-03-28,2019-02-02
71443,Galih,Waluyo,d7e2a23d-e034-46b2-8b51-eb892d77c246,d7e2a23d_e034_46b2_8b51_eb892d77c246@zakyfoundation.org,M,1996-08-22,2018-04-13
75388,Ika,Kusmawati,1eecc89f-f088-4abb-ac64-a473892d4732,1eecc89f_f088_4abb_ac64_a473892d4732@zakyfoundation.org,F,1998-08-06,2020-12-27
38018,Ami,Uyainah,2571e4a6-441f-467a-8a65-e9013fefa433,2571e4a6_441f_467a_8a65_e9013fefa433@startupcampus.id,F,2000-12-13,2020-02-29
52389,Hesti,Pudjiastuti,13e889bf-53eb-4425-a8e3-3143f1dfa113,13e889bf_53eb_4425_a8e3_3143f1dfa113@zakyfoundation.org,F,2007-04-06,2019-09-15
41964,Wani,Kusmawati,a1aeab64-23d1-403b-b139-04d2541521dc,a1aeab64_23d1_403b_b139_04d2541521dc@zakyfoundation.org,F,2002-01-15,2020-07-05
51866,Tantri,Purnawati,5bf23789-bc29-4941-b4a5-b441b3b02e89,5bf23789_bc29_4941_b4a5_b441b3b02e89@startupcampus.id,F,2005-08-09,2020-05-23
96759,Yani,Hartati,c55d2493-0baf-421e-8606-cd0e52241f84,c55d2493_0baf_421e_8606_cd0e52241f84@zakyfoundation.org,F,2000-05-05,2017-08-13
60936,Budi,Firgantoro,e4633fe7-01e5-4533-b380-ecf40d34b11f,e4633fe7_01e5_4533_b380_ecf40d34b11f@startupcampus.id,M,1984-07-28,2020-08-01
96807,Hartana,Sirait,ea03e1cb-c293-4d82-881b-c94d57be7b07,ea03e1cb_c293_4d82_881b_c94d57be7b07@startupcampus.id,M,2003-11-30,2019-01-27
78125,Shania,Uyainah,527f751c-d98f-47fd-8f58-08cec42ed399,527f751c_d98f_47fd_8f58_08cec42ed399@startupcampus.id,F,1988-02-04,2022-01-16
11258,Estiono,Sitorus,45e89890-f3fd-415b-97f9-bfc3b17643d9,45e89890_f3fd_415b_97f9_bfc3b17643d9@startupcampus.id,M,2001-03-07,2021-08-29
56050,Kenari,Saptono,3b355f94-068b-467c-a95f-6db0b8668a70,3b355f94_068b_467c_a95f_6db0b8668a70@zakyfoundation.org,M,1988-08-31,2022-05-29
49703,Dasa,Sihombing,013f25ea-8f9c-49ae-b292-1200af89432a,013f25ea_8f9c_49ae_b292_1200af89432a@startupcampus.id,M,2000-05-03,2017-10-08
88387,Mila,Maryati,621482fc-819d-4e07-badf-678d1a908b00,621482fc_819d_4e07_badf_678d1a908b00@startupcampus.id,F,1984-11-24,2021-01-31
43456,Saka,Rajasa,6fcc5742-caa0-42c7-b7bc-89ca58a9f4dd,6fcc5742_caa0_42c7_b7bc_89ca58a9f4dd@startupcampus.id,M,2002-03-12,2021-07-31
46874,Raden,Nainggolan,f2bbd484-4c85-4eee-af7d-2ebed9079342,f2bbd484_4c85_4eee_af7d_2ebed9079342@startupcampus.id,M,1989-08-23,2021-01-24
92061,Calista,Yuniar,bbd30da8-39d0-48aa-9f46-de46bb9a869b,bbd30da8_39d0_48aa_9f46_de46bb9a869b@zakyfoundation.org,F,1978-10-28,2021-04-10
46018,Limar,Prabowo,c338fdcd-e1c4-4010-a20f-b1fac763d5c6,c338fdcd_e1c4_4010_a20f_b1fac763d5c6@startupcampus.id,M,1995-10-27,2019-07-14
7168,Ella,Wastuti,5b0ef0f0-9cf7-4203-8663-b023d8a50e02,5b0ef0f0_9cf7_4203_8663_b023d8a50e02@startupcampus.id,F,1989-03-31,2017-07-29
62115,Devi,Palastri,29bd50ff-74a3-47d3-be14-c83f512ec730,29bd50ff_74a3_47d3_be14_c83f512ec730@zakyfoundation.org,F,2000-12-15,2020-12-29
74370,Jaeman,Wahyudin,0c2052a0-75f1-43ae-b41b-269b651119d8,0c2052a0_75f1_43ae_b41b_269b651119d8@startupcampus.id,M,1993-04-05,2021-06-05
39488,Tina,Farida,a8cbed4e-eaf3-48ed-909f-713561776e43,a8cbed4e_eaf3_48ed_909f_713561776e43@startupcampus.id,F,1998-02-09,2020-11-08
97023,Cager,Adriansyah,c8ecbb6c-37f8-4a47-8e2b-4185d610750f,c8ecbb6c_37f8_4a47_8e2b_4185d610750f@startupcampus.id,M,2005-10-11,2018-09-09
10161,Darmana,Nashiruddin,1478988d-fb0a-466a-ac24-74509d2673d7,1478988d_fb0a_466a_ac24_74509d2673d7@startupcampus.id,M,1985-12-07,2018-01-20
76216,Almira,Fujiati,53437590-c079-4dea-95b8-ddf606c458eb,53437590_c079_4dea_95b8_ddf606c458eb@zakyfoundation.org,F,1996-04-26,2021-04-18
9206,Harimurti,Uwais,b491f651-0ee7-439e-b7ca-57333ed0b4b2,b491f651_0ee7_439e_b7ca_57333ed0b4b2@startupcampus.id,M,1994-11-07,2019-09-29
84641,Rina,Nuraini,e688ebbc-955e-4c29-8003-57e6e8492751,e688ebbc_955e_4c29_8003_57e6e8492751@startupcampus.id,F,1990-03-24,2019-05-15
44043,Dirja,Prakasa,d197c460-408f-4734-b60c-6701e9e6fce6,d197c460_408f_4734_b60c_6701e9e6fce6@startupcampus.id,M,2004-09-21,2019-10-13
87746,Titin,Agustina,aab83220-c090-4213-a09e-e4231a853422,aab83220_c090_4213_a09e_e4231a853422@startupcampus.id,F,1985-10-12,2021-08-07
33481,Kamaria,Pertiwi,1a3aa928-6c4d-4ce5-8646-6002175ddba1,1a3aa928_6c4d_4ce5_8646_6002175ddba1@startupcampus.id,F,1999-02-04,2016-12-17
61165,Lidya,Fujiati,3786f2f2-f20f-44d1-8f01-c26737e1f1d3,3786f2f2_f20f_44d1_8f01_c26737e1f1d3@startupcampus.id,F,1996-08-07,2022-05-22
13031,Devi,Mardhiyah,a58c97de-c5fd-4fa0-a182-107740d0d854,a58c97de_c5fd_4fa0_a182_107740d0d854@startupcampus.id,F,2005-12-09,2019-09-14
47410,Aris,Setiawan,1d728cca-4665-4c83-a507-35de666dfc86,1d728cca_4665_4c83_a507_35de666dfc86@zakyfoundation.org,M,2000-10-02,2019-03-09
55811,Karen,Widiastuti,f3cd0743-ff19-425a-95ad-dde6f23c9448,f3cd0743_ff19_425a_95ad_dde6f23c9448@startupcampus.id,F,2003-02-07,2020-12-06
46661,Gara,Kurniawan,c9abd778-bf3c-4d0f-b9c9-69a07e782d16,c9abd778_bf3c_4d0f_b9c9_69a07e782d16@zakyfoundation.org,M,2006-06-27,2016-11-29
94229,Tirtayasa,Wibowo,6679915a-93c0-424a-b06d-9f6a265f2f9f,6679915a_93c0_424a_b06d_9f6a265f2f9f@startupcampus.id,M,2002-05-19,2019-03-09
89224,Eka,Wulandari,966d565c-41d5-43a6-bcb2-d81bb87f2dca,966d565c_41d5_43a6_bcb2_d81bb87f2dca@startupcampus.id,F,1999-09-17,2022-02-11
96570,Vino,Gunawan,6eaaf06d-cec7-4064-85d6-5dc9b496cc7a,6eaaf06d_cec7_4064_85d6_5dc9b496cc7a@zakyfoundation.org,M,1999-02-28,2017-07-30
68860,Tina,Yuliarti,93acd0c0-20cf-4db5-b450-9a5e1d3e550b,93acd0c0_20cf_4db5_b450_9a5e1d3e550b@startupcampus.id,F,1984-01-02,2018-09-01
33657,Rika,Astuti,6c071a07-a69f-4b05-85e6-007b00d9179f,6c071a07_a69f_4b05_85e6_007b00d9179f@startupcampus.id,F,2000-07-06,2017-11-11
331,Endah,Rahmawati,27c6a8e8-867c-4331-b2bd-574a2e08ee67,27c6a8e8_867c_4331_b2bd_574a2e08ee67@startupcampus.id,F,2002-11-22,2021-02-27
89724,Raisa,Oktaviani,723f4596-6d4a-4d95-8792-57c941dc2425,723f4596_6d4a_4d95_8792_57c941dc2425@startupcampus.id,F,1991-03-06,2018-11-25
13443,Hairyanto,Prabowo,1860940b-f6a0-415b-a609-c837921ad8de,1860940b_f6a0_415b_a609_c837921ad8de@zakyfoundation.org,M,2009-08-30,2020-10-22
8418,Ganjaran,Zulkarnain,feb64234-6f84-4b0c-acaa-d9729b8bf758,feb64234_6f84_4b0c_acaa_d9729b8bf758@zakyfoundation.org,M,1988-08-31,2022-05-14
72274,Salwa,Yulianti,f6b5519f-5798-4f3e-a5dc-efe93a5093c3,f6b5519f_5798_4f3e_a5dc_efe93a5093c3@startupcampus.id,F,1997-08-30,2018-11-12
86958,Kasiran,Kurniawan,6044560c-c696-47c9-b128-f8a41fa368a5,6044560c_c696_47c9_b128_f8a41fa368a5@startupcampus.id,M,1984-01-01,2020-01-25
84186,Umaya,Pradipta,18ed290f-2c0b-4eac-8718-8e5f1a92063c,18ed290f_2c0b_4eac_8718_8e5f1a92063c@zakyfoundation.org,M,1985-01-25,2021-08-21
74232,Hana,Oktaviani,b5cc6131-d962-4fd6-9378-8688b9e7ed14,b5cc6131_d962_4fd6_9378_8688b9e7ed14@startupcampus.id,F,1995-03-03,2018-06-02
23651,Jelita,Hartati,2091a4b3-77d1-42b0-a55a-9850cbbd1a0c,2091a4b3_77d1_42b0_a55a_9850cbbd1a0c@startupcampus.id,F,1988-06-21,2017-03-04
98417,Mahfud,Prasasta,a5acca5e-164e-4dfd-aea2-3672a3eeb980,a5acca5e_164e_4dfd_aea2_3672a3eeb980@zakyfoundation.org,M,2007-11-12,2019-08-03
14227,Ina,Andriani,074d98d4-4ebe-4b4f-be9b-1f67bba802cc,074d98d4_4ebe_4b4f_be9b_1f67bba802cc@zakyfoundation.org,F,1996-10-29,2021-12-04
95661,Bakidin,Samosir,339cb985-a8f3-4ccd-8ed0-77b9ffb53df7,339cb985_a8f3_4ccd_8ed0_77b9ffb53df7@startupcampus.id,M,1980-10-14,2018-12-15
30387,Maria,Wijayanti,7280cf8a-cb15-419f-b453-565174c5e9bd,7280cf8a_cb15_419f_b453_565174c5e9bd@zakyfoundation.org,F,1987-11-21,2019-04-05
89480,Daniswara,Winarno,9f8626a2-ce12-493f-915b-c3d78c922f44,9f8626a2_ce12_493f_915b_c3d78c922f44@startupcampus.id,M,1995-07-11,2020-11-01
12001,Anita,Mayasari,a2cea9a8-7d4e-4241-bd4b-7d9d5e37c99d,a2cea9a8_7d4e_4241_bd4b_7d9d5e37c99d@startupcampus.id,F,2003-12-26,2022-07-31
96088,Surya,Thamrin,12527251-7ad4-4cb9-be04-307e7c4d1980,12527251_7ad4_4cb9_be04_307e7c4d1980@startupcampus.id,M,1997-01-30,2016-10-02
1777,Devi,Andriani,96f9958e-505a-41b0-9dd0-c22150688f35,96f9958e_505a_41b0_9dd0_c22150688f35@startupcampus.id,F,2000-05-09,2019-11-02
31049,Michelle,Yulianti,717db6b1-6e5e-4e1b-805f-c66b0969722c,717db6b1_6e5e_4e1b_805f_c66b0969722c@startupcampus.id,F,1998-12-15,2019-07-14
82124,Paramita,Mandasari,88bad24b-1fd2-4776-a5c8-1ae463c05ae9,88bad24b_1fd2_4776_a5c8_1ae463c05ae9@startupcampus.id,F,2007-02-28,2017-10-19
84807,Cawisono,Ramadan,2a0f90b5-7955-4275-a7d2-cf3dc6ba8f4f,2a0f90b5_7955_4275_a7d2_cf3dc6ba8f4f@startupcampus.id,M,1999-07-08,2019-08-25
65012,Nova,Agustina,457c2540-9a0a-4256-b07c-0954361cd4d5,457c2540_9a0a_4256_b07c_0954361cd4d5@zakyfoundation.org,F,1990-02-19,2022-06-11
50843,Prayitna,Dongoran,b6d95ab6-caf0-44af-a947-924ab7b41a6d,b6d95ab6_caf0_44af_a947_924ab7b41a6d@startupcampus.id,M,1992-06-07,2019-01-19
73172,Rina,Melani,4b16de84-d139-4f7f-9b1b-904c154d26e5,4b16de84_d139_4f7f_9b1b_904c154d26e5@zakyfoundation.org,F,2011-07-05,2021-08-29
86781,Kayla,Astuti,a7ac3aa6-7d1a-470e-9db6-7c60b3ee1719,a7ac3aa6_7d1a_470e_9db6_7c60b3ee1719@startupcampus.id,F,1979-04-23,2021-05-01
18057,Azalea,Lestari,24ce227d-f332-47be-a3da-87a411e746ef,24ce227d_f332_47be_a3da_87a411e746ef@zakyfoundation.org,F,1988-03-29,2021-12-22
68360,Dinda,Hartati,8b3a7953-8d61-4f95-a618-3b4c484b63f7,8b3a7953_8d61_4f95_a618_3b4c484b63f7@zakyfoundation.org,F,2001-07-04,2018-06-24
23039,Paris,Yuniar,f6f03e86-734c-4728-9f0c-332b2a787172,f6f03e86_734c_4728_9f0c_332b2a787172@zakyfoundation.org,F,2004-02-22,2022-04-03
3613,Cici,Prastuti,c49b24a2-3c0a-4f49-b73b-73678d37fad2,c49b24a2_3c0a_4f49_b73b_73678d37fad2@startupcampus.id,F,1998-01-29,2017-10-26
28128,Samsul,Dabukke,005b3146-62ee-45c2-9474-affac76493ec,005b3146_62ee_45c2_9474_affac76493ec@zakyfoundation.org,M,1975-10-07,2022-03-06
16521,Emas,Mansur,0fa4a710-44a1-4e3c-b286-ba65389e37ef,0fa4a710_44a1_4e3c_b286_ba65389e37ef@startupcampus.id,M,1997-09-10,2018-07-17
84572,Zulaikha,Purnawati,3f6e9b26-6a1f-445c-9cd3-72fe001adf2c,3f6e9b26_6a1f_445c_9cd3_72fe001adf2c@startupcampus.id,F,2002-04-22,2017-05-28
69318,Puti,Handayani,4a2e1482-276d-420a-a0d6-bb5426d7ff12,4a2e1482_276d_420a_a0d6_bb5426d7ff12@startupcampus.id,F,1994-04-13,2019-10-26
64473,Sabrina,Sudiati,7f566496-0899-47b8-9682-44bf32708869,7f566496_0899_47b8_9682_44bf32708869@zakyfoundation.org,F,1977-01-28,2022-03-06
50868,Michelle,Nasyiah,382f6d1d-f8be-4724-9d3c-5bb8ecb4ecd1,382f6d1d_f8be_4724_9d3c_5bb8ecb4ecd1@startupcampus.id,F,1987-06-13,2018-11-08
91118,Ilsa,Lailasari,61267846-5eaa-4d86-b5f9-af1d124634b6,61267846_5eaa_4d86_b5f9_af1d124634b6@zakyfoundation.org,F,1989-08-31,2021-08-25
83425,Nadia,Palastri,45ac80af-1e88-42ea-bd53-a4938653e1be,45ac80af_1e88_42ea_bd53_a4938653e1be@zakyfoundation.org,F,1996-08-09,2016-12-31
4204,Anggabaya,Siregar,614485fe-731d-46f9-8b88-130a895f9f3c,614485fe_731d_46f9_8b88_130a895f9f3c@startupcampus.id,M,1987-11-24,2022-01-01
2447,Elvin,Kuswoyo,52ffa61f-eca6-40ae-a698-f62f03f6502d,52ffa61f_eca6_40ae_a698_f62f03f6502d@zakyfoundation.org,M,2002-09-27,2019-01-05
87999,Padmi,Mardhiyah,5ef5e274-f611-4ef5-a51b-fdd8077d5fcf,5ef5e274_f611_4ef5_a51b_fdd8077d5fcf@startupcampus.id,F,2000-01-14,2019-05-18
10225,Eli,Wijayanti,66da899f-4033-42e3-8f18-b415bbeb61d0,66da899f_4033_42e3_8f18_b415bbeb61d0@startupcampus.id,F,1974-05-20,2021-01-17
92317,Mila,Yuliarti,34dcf2d9-e935-41fe-b62e-dcba4cd4ac1b,34dcf2d9_e935_41fe_b62e_dcba4cd4ac1b@startupcampus.id,F,2002-11-04,2021-07-11
57346,Ibrani,Mahendra,30db5517-2d16-484c-90ab-16e583fd08ce,30db5517_2d16_484c_90ab_16e583fd08ce@startupcampus.id,M,2000-07-25,2020-07-18
27846,Irma,Handayani,57b193cb-d968-4fc9-ab0d-762c8db9ca92,57b193cb_d968_4fc9_ab0d_762c8db9ca92@zakyfoundation.org,F,1986-05-14,2019-06-01
66583,Yance,Winarsih,971e0a40-0cf7-43f8-b1fa-b5ddd72098b4,971e0a40_0cf7_43f8_b1fa_b5ddd72098b4@startupcampus.id,F,1998-07-16,2020-07-05
21103,Abyasa,Manullang,3fc8c9f2-cec0-4246-a971-0066b17efae7,3fc8c9f2_cec0_4246_a971_0066b17efae7@startupcampus.id,M,1993-10-29,2019-04-02
8348,Lili,Nuraini,fb703ba6-b054-4746-af6b-6581e607aeaf,fb703ba6_b054_4746_af6b_6581e607aeaf@zakyfoundation.org,F,1999-09-15,2021-09-19
87104,Janet,Uyainah,ee954bd1-d549-42e3-bd27-eb2d8877b298,ee954bd1_d549_42e3_bd27_eb2d8877b298@startupcampus.id,F,1990-02-01,2019-07-15
25056,Harjaya,Hidayanto,1b68103b-858e-4a95-933b-2c5795e21d5b,1b68103b_858e_4a95_933b_2c5795e21d5b@startupcampus.id,M,1989-10-31,2021-12-11
44115,Iriana,Andriani,342f846f-b519-4776-bc9c-3c9f20663f53,342f846f_b519_4776_bc9c_3c9f20663f53@zakyfoundation.org,F,2008-10-11,2016-09-18
30933,Safina,Wulandari,3029afa8-f776-4444-a09d-de454d23fdc1,3029afa8_f776_4444_a09d_de454d23fdc1@startupcampus.id,F,1994-12-19,2020-04-21
92201,Aurora,Hastuti,abf963f0-a121-4fc2-97e4-ee3448190e2e,abf963f0_a121_4fc2_97e4_ee3448190e2e@zakyfoundation.org,F,2008-07-08,2022-05-19
86082,Ellis,Astuti,1292b071-548b-4a23-a018-2bb8a34a0571,1292b071_548b_4a23_a018_2bb8a34a0571@startupcampus.id,F,1985-05-26,2021-05-30
3786,Rahayu,Fujiati,935ec0b7-a94d-47fa-a26c-6eca49064584,935ec0b7_a94d_47fa_a26c_6eca49064584@zakyfoundation.org,F,2000-09-23,2022-05-04
33286,Novi,Pertiwi,215283e9-4dd0-43d0-bec8-2d230b74cb0a,215283e9_4dd0_43d0_bec8_2d230b74cb0a@zakyfoundation.org,F,2002-05-06,2021-12-13
60994,Queen,Anggraini,1e5c2f8e-7818-4856-977d-7b0b8246d46a,1e5c2f8e_7818_4856_977d_7b0b8246d46a@startupcampus.id,F,1993-04-02,2019-03-17
19915,Laras,Riyanti,c637aa7e-2eff-4534-a294-b405ca7fa161,c637aa7e_2eff_4534_a294_b405ca7fa161@zakyfoundation.org,F,1987-03-10,2020-08-02
62095,Titin,Mandasari,915f3878-a885-4904-9cac-d1d162517c82,915f3878_a885_4904_9cac_d1d162517c82@zakyfoundation.org,F,1998-12-18,2017-07-16
57464,Putri,Rahimah,48565d24-6162-45ce-83ff-248ac5717845,48565d24_6162_45ce_83ff_248ac5717845@startupcampus.id,F,1996-01-29,2017-07-08
8503,Ratna,Widiastuti,a28865b4-50af-46c6-b3a0-19ec5e6e7ce4,a28865b4_50af_46c6_b3a0_19ec5e6e7ce4@startupcampus.id,F,1998-12-03,2020-08-23
3502,Heru,Najmudin,f274ef1e-2bb3-4ead-bf3c-869a1339f4e4,f274ef1e_2bb3_4ead_bf3c_869a1339f4e4@startupcampus.id,M,2009-07-11,2022-01-29
31910,Septi,Winarsih,b0af84fe-bb8c-4ce6-801d-6c5084f225f1,b0af84fe_bb8c_4ce6_801d_6c5084f225f1@startupcampus.id,F,1998-05-30,2018-09-17
21087,Kasiyah,Rahayu,e2a1ae3d-ab3e-4afc-9b9e-4f7869331c1f,e2a1ae3d_ab3e_4afc_9b9e_4f7869331c1f@startupcampus.id,F,2003-04-11,2022-05-29
61842,Janet,Riyanti,82bdd538-4776-403f-8b90-413264f443bb,82bdd538_4776_403f_8b90_413264f443bb@startupcampus.id,F,2001-09-02,2022-05-15
41312,Salwa,Haryanti,fd922a22-2096-4832-b08f-d61476fb2d3f,fd922a22_2096_4832_b08f_d61476fb2d3f@zakyfoundation.org,F,1997-07-21,2017-10-07
50375,Almira,Hastuti,080db782-7597-4e9b-99e8-389e2c2d0025,080db782_7597_4e9b_99e8_389e2c2d0025@startupcampus.id,F,2003-04-11,2022-01-29
43330,Fitria,Laksmiwati,e19c8de4-0447-412d-8a54-2dbc03e91641,e19c8de4_0447_412d_8a54_2dbc03e91641@startupcampus.id,F,2005-04-12,2019-11-09
81821,Vanesa,Safitri,4b7eccde-3aad-410d-b42d-8b3b350942eb,4b7eccde_3aad_410d_b42d_8b3b350942eb@zakyfoundation.org,F,1994-05-31,2018-09-17
27365,Mursinin,Situmorang,89867ee9-d37c-471b-901c-1a2e2b21790c,89867ee9_d37c_471b_901c_1a2e2b21790c@startupcampus.id,M,1989-10-01,2017-07-24
39457,Darmanto,Saefullah,e82419e0-fbb1-4941-94b4-2fc37d64e0d6,e82419e0_fbb1_4941_94b4_2fc37d64e0d6@startupcampus.id,M,2001-07-26,2021-07-18
78118,Kartika,Andriani,f99540dc-54cb-4653-a743-f49ad8b1ad3c,f99540dc_54cb_4653_a743_f49ad8b1ad3c@startupcampus.id,F,1993-07-03,2021-03-28
4912,Nova,Rahayu,d3e4cf50-7600-49c4-a427-aa3d3990b87d,d3e4cf50_7600_49c4_a427_aa3d3990b87d@startupcampus.id,F,1992-07-19,2016-07-06
